Time,TimeMS,Clock,Pulse,Pulse_low,Pulse_high,SpO2,SpO2_low,SpO2_high,Respiratory_rate,Respiratory_rate_low,Respiratory_rate_high,BloodPressure_Sys,BloodPressure_Sys_low,BloodPressure_Sys_high,Temp,Temp_low,Temp_high,,,,,,,,,,,,,,,,,,,,,,,,,
00:09:52_870,592870,17:43,59,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.035,0.31624,40,,,4.88797,52.98047,31.2,,,,0,0
00:09:52_880,592880,17:43,59,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.095,0.31282,40,,,5.06029,52.8176,40,,,,0,0
00:09:52_890,592890,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.125,0.31111,40,,,5.15089,53.57717,48.9,,,,0,0
00:09:52_900,592900,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.155,0.30989,40,,,5.57444,52.73372,57.7,,,,0,0
00:09:52_910,592910,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.16,0.30891,40,,,5.94119,51.56947,66.3,,,,0,0
00:09:52_920,592920,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.16,0.30842,40,,,6.45781,50.91269,74.8,,,,0,0
00:09:52_930,592930,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.16,0.30867,39.9,,,6.77085,51.37155,83.4,,,,0,0
00:09:52_940,592940,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.155,0.30916,39.9,,,6.84444,51.98244,92,,,,0,0
00:09:52_950,592950,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.155,0.30989,39.9,,,6.91569,52.52743,100.8,,,,0,0
00:09:52_960,592960,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.155,0.31209,39.9,,,6.96252,52.37585,109.5,,,,0,0
00:09:52_970,592970,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.155,0.31331,39.9,,,7.04105,51.47926,118.1,,,,0,0
00:09:52_980,592980,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.15,0.31453,39.9,,,7.23084,51.78915,126.7,,,,0,0
00:09:52_990,592990,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.15,0.31575,39.9,,,7.35219,53.18928,135.6,,,,0,0
00:09:53_000,593000,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.15,0.31697,39.9,,,7.60677,53.60835,144.5,,,,0,0
00:09:53_010,593010,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.145,0.31893,39.8,,,7.84678,52.84591,153.3,,,,0,0
00:09:53_020,593020,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.145,0.31966,39.8,,,7.93176,52.20853,162,,,,0,0
00:09:53_030,593030,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.145,0.32039,39.8,,,8.11503,52.60506,170.8,,,,0,0
00:09:53_040,593040,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.145,0.3221,39.8,,,8.25952,53.71871,179.8,,,,0,0
00:09:53_050,593050,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.14,0.32357,39.8,,,8.35026,53.83776,188.7,,,,0,0
00:09:53_060,593060,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.14,0.32601,39.8,,,8.51146,54.64606,197.8,,,,0,0
00:09:53_070,593070,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.145,0.32991,39.8,,,8.6286,55.58825,207.1,,,,0,0
00:09:53_080,593080,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.14,0.33651,39.8,,,8.82609,54.87563,216.3,,,,0,0
00:09:53_090,593090,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.135,0.35971,39.7,,,9.04403,53.92272,225.2,,,,0,0
00:09:53_100,593100,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.125,0.37705,39.7,,,9.15916,54.54089,234.3,,,,0,0
00:09:53_110,593110,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.125,0.39805,39.7,,,9.30399,55.36828,243.6,,,,0,0
00:09:53_120,593120,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.125,0.42173,39.7,,,9.37715,56.0095,252.9,,,,0,0
00:09:53_130,593130,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.125,0.47399,39.7,,,9.38623,57.13549,262.4,,,,0,0
00:09:53_140,593140,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.125,0.50012,39.7,,,9.55236,56.94206,271.9,,,,0,0
00:09:53_150,593150,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.12,0.52161,39.7,,,9.73575,55.79475,281.2,,,,0,0
00:09:53_160,593160,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.53944,39.7,,,9.95247,54.75535,290.3,,,,0,0
00:09:53_170,593170,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.11,0.57387,39.7,,,10.07948,54.8638,299.5,,,,0,0
00:09:53_180,593180,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.105,0.5873,39.7,,,10.11984,55.76726,308.8,,,,0,0
00:09:53_190,593190,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.105,0.59731,39.7,,,10.22183,55.32441,318,,,,0,0
00:09:53_200,593200,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.095,0.6044,39.7,,,10.32017,54.1271,327,,,,0,0
00:09:53_210,593210,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.095,0.61026,39.7,,,10.39288,54.14245,336,,,,0,0
00:09:53_220,593220,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.095,0.60977,39.7,,,10.44866,54.35449,345.1,,,,0,0
00:09:53_230,593230,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.095,0.60733,39.7,,,10.45301,54.2163,354.1,,,,0,0
00:09:53_240,593240,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.095,0.59878,39.7,,,10.55242,52.52876,362.9,,,,0,0
00:09:53_250,593250,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.09,0.59316,39.7,,,10.64396,51.25375,371.4,,,,0,0
00:09:53_260,593260,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.085,0.58681,39.7,,,10.66152,51.78098,380.1,,,,0,0
00:09:53_270,593270,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.085,0.57998,39.8,,,10.67349,51.04018,388.6,,,,0,0
00:09:53_280,593280,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.085,0.57289,39.8,,,10.66416,49.81335,396.9,,,,0,0
00:09:53_290,593290,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.085,0.55824,39.8,,,10.63324,49.44565,405.1,,,,0,0
00:09:53_300,593300,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.085,0.55092,39.8,,,10.63309,48.34298,413.2,,,,0,0
00:09:53_310,593310,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.085,0.55092,39.8,,,10.63309,48.34298,421.2,,,,0,0
00:09:53_320,593320,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.065,0.53651,39.8,,,10.65911,46.61073,429,,,,0,0
00:09:53_330,593330,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.035,0.52967,39.8,,,10.62557,46.62157,436.8,,,,0,0
00:09:53_340,593340,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.005,0.51648,39.8,,,10.58928,46.1854,444.5,,,,0,0
00:09:53_350,593350,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.005,0.51648,39.8,,,10.58928,46.1854,452.2,,,,0,0
00:09:53_360,593360,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.005,0.51648,39.8,,,10.58928,46.1854,459.9,,,,0,0
00:09:53_370,593370,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.005,0.51648,39.8,,,10.58928,46.1854,467.6,,,,0,0
00:09:53_380,593380,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.035,0.48938,39.8,,,10.50591,43.48298,474.8,,,,0,0
00:09:53_390,593390,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.01,0.48498,39.8,,,10.51026,42.44853,481.9,,,,0,0
00:09:53_400,593400,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.02,0.48083,39.8,,,10.48856,41.90032,488.9,,,,0,0
00:09:53_410,593410,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.065,0.4735,39.8,,,10.46546,41.61541,495.8,,,,0,0
00:09:53_420,593420,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.095,0.47033,39.8,,,10.47249,40.97736,502.6,,,,0,0
00:09:53_430,593430,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.11,0.4674,39.8,,,10.45468,40.62852,509.4,,,,0,0
00:09:53_440,593440,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.46252,39.8,,,10.42457,40.75088,516.2,,,,0,0
00:09:53_450,593450,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.46056,39.8,,,10.42101,40.87595,523,,,,0,0
00:09:53_460,593460,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.45885,39.7,,,10.4374,39.88688,529.6,,,,0,0
00:09:53_470,593470,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.105,0.45739,39.7,,,10.46068,38.51953,536.1,,,,0,0
00:09:53_480,593480,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.095,0.45617,39.7,,,10.50392,37.12492,542.3,,,,0,0
00:09:53_490,593490,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.085,0.45348,39.7,,,10.50066,37.06737,548.4,,,,0,0
00:09:53_500,593500,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.45177,39.7,,,10.45819,38.03682,554.8,,,,0,0
00:09:53_510,593510,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.13,0.45006,39.7,,,10.40357,37.48805,561,,,,0,0
00:09:53_520,593520,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.05,0.44811,39.7,,,10.39017,35.90718,567,,,,0,0
00:09:53_530,593530,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.64,0.44298,39.7,,,10.39327,35.57177,572.9,,,,0,0
00:09:53_540,593540,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,1.17,0.44054,39.7,,,10.37513,35.0102,578.8,,,,0,0
00:09:53_550,593550,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.735,0.4381,39.7,,,10.35493,34.56372,584.5,,,,0,0
00:09:53_560,593560,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.23,0.43565,39.7,,,10.35133,34.23558,590.2,,,,0,0
00:09:53_570,593570,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.045,0.43077,39.7,,,10.34723,33.58751,595.8,,,,0,0
00:09:53_580,593580,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.095,0.42857,39.7,,,10.32689,32.52123,601.3,,,,0,0
00:09:53_590,593590,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.095,0.42637,39.6,,,10.29082,32.00567,606.6,,,,0,0
00:09:53_600,593600,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.105,0.42369,39.6,,,10.27334,32.22595,612,,,,0,0
00:09:53_610,593610,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.11,0.4188,39.6,,,10.27607,31.87184,617.3,,,,0,0
00:09:53_620,593620,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.11,0.41612,39.6,,,10.25956,31.56808,622.5,,,,0,0
00:09:53_630,593630,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.105,0.41319,39.6,,,10.23549,31.59908,627.8,,,,0,0
00:09:53_640,593640,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.085,0.40757,39.6,,,10.24948,31.03736,633,,,,0,0
00:09:53_650,593650,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.08,0.40513,39.6,,,10.28497,30.48248,638.1,,,,0,0
00:09:53_660,593660,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.07,0.40269,39.6,,,10.32283,30.00001,643.1,,,,0,0
00:09:53_670,593670,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.055,0.40024,39.6,,,10.38672,29.14676,647.9,,,,0,0
00:09:53_680,593680,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.045,0.39487,39.6,,,10.44474,28.29445,652.6,,,,0,0
00:09:53_690,593690,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.03,0.39194,39.6,,,10.47993,27.79389,657.3,,,,0,0
00:09:53_700,593700,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.015,0.38901,39.6,,,10.52762,26.90133,661.7,,,,0,0
00:09:53_710,593710,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0,0.38632,39.6,,,10.53902,26.51216,666.2,,,,0,0
00:09:53_720,593720,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.01,0.38364,39.6,,,10.56665,25.4104,670.4,,,,0,0
00:09:53_730,593730,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.035,0.37875,39.6,,,10.5965,24.41912,674.5,,,,0,0
00:09:53_740,593740,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.08,0.37631,39.6,,,10.62212,24.08356,678.5,,,,0,0
00:09:53_750,593750,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.1,0.37436,39.6,,,10.63076,23.16287,682.3,,,,0,0
00:09:53_760,593760,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.14,0.37265,39.6,,,10.625,21.85841,686,,,,0,0
00:09:53_770,593770,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.18,0.36874,39.6,,,10.625,20.9911,689.5,,,,0,0
00:09:53_780,593780,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.225,0.36654,39.6,,,10.62264,20.08717,692.8,,,,0,0
00:09:53_790,593790,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.25,0.36459,39.6,,,10.62123,19.68684,696.1,,,,0,0
00:09:53_800,593800,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.265,0.36264,39.6,,,10.6504,18.48172,699.2,,,,0,0
00:09:53_810,593810,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.27,0.35873,39.7,,,10.66301,17.42867,702.1,,,,0,0
00:09:53_820,593820,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.265,0.35702,39.7,,,10.64239,17.26827,705,,,,0,0
00:09:53_830,593830,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.25,0.35507,39.7,,,10.61138,16.5358,707.7,,,,0,0
00:09:53_840,593840,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.215,0.35311,39.7,,,10.58271,15.68198,710.3,,,,0,0
00:09:53_850,593850,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.15,0.34994,39.7,,,10.57694,15.1341,712.9,,,,0,0
00:09:53_860,593860,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.095,0.34872,39.7,,,10.45618,13.81914,715.2,,,,0,0
00:09:53_870,593870,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.02,0.34725,39.7,,,10.28626,12.48751,717.2,,,,0,0
00:09:53_880,593880,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.04,0.34554,39.8,,,9.80321,9.16981,718.8,,,,0,0
00:09:53_890,593890,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.095,0.34212,39.8,,,9.23615,4.32515,719.5,,,,0,0
00:09:53_900,593900,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.125,0.34017,39.8,,,8.97148,0.98404,719.7,,,,0,0
00:09:53_910,593910,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.15,0.33822,39.8,,,9.15111,0.51174,719.7,,,,0,0
00:09:53_920,593920,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.16,0.33602,39.8,,,9.48965,0.09645,719.8,,,,0,0
00:09:53_930,593930,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.16,0.33138,39.8,,,9.61557,-8.04285,718.4,,,,0,0
00:09:53_940,593940,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.16,0.32894,39.9,,,9.1352,-16.09006,715.7,,,,0,0
00:09:53_950,593950,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.16,0.32698,39.9,,,8.57391,-16.29096,713,,,,0,0
00:09:53_960,593960,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.155,0.32527,39.9,,,7.63584,-24.15086,709,,,,0,0
00:09:53_970,593970,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.15,0.32161,39.9,,,6.74977,-30.21172,704,,,,0,0
00:09:53_980,593980,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.145,0.32039,39.9,,,6.3371,-29.15134,699.1,,,,0,0
00:09:53_990,593990,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.145,0.31941,39.9,,,6.05041,-28.25961,694.4,,,,0,0
00:09:54_000,594000,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.14,0.31893,39.9,,,6.13551,-28.61807,689.6,,,,0,0
00:09:54_010,594010,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.14,0.31844,39.9,,,6.04073,-30.01658,684.6,,,,0,0
00:09:54_020,594020,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.135,0.31844,39.9,,,5.86426,-30.61454,679.5,,,,0,0
00:09:54_030,594030,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.135,0.31844,39.9,,,5.74447,-29.78827,674.6,,,,0,0
00:09:54_040,594040,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.135,0.3177,39.9,,,5.47873,-30.16663,669.5,,,,0,0
00:09:54_050,594050,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.135,0.31746,39.9,,,5.28644,-30.42444,664.5,,,,0,0
00:09:54_060,594060,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.135,0.31722,39.9,,,5.22896,-30.20664,659.4,,,,0,0
00:09:54_070,594070,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.135,0.31648,39.9,,,5.14512,-29.81106,654.5,,,,0,0
00:09:54_080,594080,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.13,0.31551,39.9,,,5.11876,-29.56942,649.5,,,,0,0
00:09:54_090,594090,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.13,0.31306,39.8,,,5.10305,-29.27194,644.6,,,,0,0
00:09:54_100,594100,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.125,0.31184,39.8,,,5.04644,-29.12801,639.8,,,,0,0
00:09:54_110,594110,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.125,0.31087,39.8,,,4.98774,-29.19333,634.9,,,,0,0
00:09:54_120,594120,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.12,0.30989,39.8,,,4.89695,-29.08419,630.1,,,,0,0
00:09:54_130,594130,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.30891,39.8,,,4.8183,-28.69721,625.3,,,,0,0
00:09:54_140,594140,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.30867,39.8,,,4.7854,-28.34076,620.6,,,,0,0
00:09:54_150,594150,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.30891,39.7,,,4.74276,-28.13679,615.9,,,,0,0
00:09:54_160,594160,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.30916,39.7,,,4.72227,-28.1648,611.2,,,,0,0
00:09:54_170,594170,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.30891,39.7,,,4.70943,-28.00652,606.5,,,,0,0
00:09:54_180,594180,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.30867,39.7,,,4.6669,-27.48634,601.9,,,,0,0
00:09:54_190,594190,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.30818,39.7,,,4.62581,-27.04347,597.4,,,,0,0
00:09:54_200,594200,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.11,0.30769,39.6,,,4.56954,-26.95212,592.9,,,,0,0
00:09:54_210,594210,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.105,0.30696,39.6,,,4.51136,-26.8501,588.5,,,,0,0
00:09:54_220,594220,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.105,0.30672,39.6,,,4.48051,-26.50548,584.1,,,,0,0
00:09:54_230,594230,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.1,0.30672,39.6,,,4.41462,-25.88374,579.7,,,,0,0
00:09:54_240,594240,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.095,0.30769,39.6,,,4.37055,-25.63847,575.5,,,,0,0
00:09:54_250,594250,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.095,0.30867,39.6,,,4.34951,-25.83243,571.2,,,,0,0
00:09:54_260,594260,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.09,0.3094,39.6,,,4.32608,-25.68797,566.9,,,,0,0
00:09:54_270,594270,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.085,0.31013,39.6,,,4.30992,-25.17225,562.7,,,,0,0
00:09:54_280,594280,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.085,0.31062,39.6,,,4.23976,-24.80687,558.5,,,,0,0
00:09:54_290,594290,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.085,0.31111,39.6,,,4.16353,-24.7169,554.4,,,,0,0
00:09:54_300,594300,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.08,0.31111,39.6,,,4.15495,-24.81353,550.3,,,,0,0
00:09:54_310,594310,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.055,0.31111,39.6,,,4.08085,-24.30451,546.2,,,,0,0
00:09:54_320,594320,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.03,0.31136,39.6,,,4.05846,-23.87297,542.3,,,,0,0
00:09:54_330,594330,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.03,0.31136,39.6,,,4.05846,-23.87297,538.3,,,,0,0
