Time,TimeMS,Clock,Pulse,Pulse_low,Pulse_high,SpO2,SpO2_low,SpO2_high,Respiratory_rate,Respiratory_rate_low,Respiratory_rate_high,BloodPressure_Sys,BloodPressure_Sys_low,BloodPressure_Sys_high,Temp,Temp_low,Temp_high,,,,,,,,,,,,,,,,,,,,,,,,,
00:09:55_800,595800,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.25,0.33211,39.9,,,2.11448,-8.61769,185.6,,,,0,0
00:09:55_810,595810,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.255,0.33333,39.9,,,2.05744,-8.55186,184.1,,,,0,0
00:09:55_820,595820,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.245,0.33407,39.9,,,2.04208,-8.3657,182.7,,,,0,0
00:09:55_830,595830,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.22,0.33504,39.9,,,2.0109,-8.17601,181.4,,,,0,0
00:09:55_840,595840,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.175,0.33626,39.9,,,1.99149,-8.0638,180,,,,0,0
00:09:55_850,595850,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.11,0.33846,39.9,,,1.98932,-7.88943,178.7,,,,0,0
00:09:55_860,595860,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.06,0.33944,39.9,,,1.99399,-7.62428,177.5,,,,0,0
00:09:55_870,595870,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0,0.34017,39.9,,,1.99547,-7.45853,176.2,,,,0,0
00:09:55_880,595880,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.065,0.34066,39.9,,,1.97601,-7.38504,175,,,,0,0
00:09:55_890,595890,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.105,0.34066,39.9,,,1.94488,-7.32099,173.8,,,,0,0
00:09:55_900,595900,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.135,0.34066,39.9,,,1.92632,-7.18556,172.6,,,,0,0
00:09:55_910,595910,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.155,0.34066,39.9,,,1.89419,-6.98572,171.4,,,,0,0
00:09:55_920,595920,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.16,0.34066,39.9,,,1.87467,-6.83422,170.3,,,,0,0
00:09:55_930,595930,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.16,0.34066,39.9,,,1.87189,-6.66531,169.2,,,,0,0
00:09:55_940,595940,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.16,0.34066,39.9,,,1.875,-6.50332,168.1,,,,0,0
00:09:55_950,595950,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.155,0.3409,39.9,,,1.875,-6.46491,167,,,,0,0
00:09:55_960,595960,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.155,0.34139,39.9,,,1.88002,-6.42947,165.9,,,,0,0
00:09:55_970,595970,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.145,0.3431,39.9,,,1.86952,-6.33223,164.9,,,,0,0
00:09:55_980,595980,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.145,0.34408,39.9,,,1.85117,-6.19124,163.8,,,,0,0
00:09:55_990,595990,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.135,0.34457,39.9,,,1.81459,-6.08764,162.8,,,,0,0
00:09:56_000,596000,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.135,0.34457,39.9,,,1.7971,-6.05721,161.8,,,,0,0
00:09:56_010,596010,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.135,0.34457,39.9,,,1.79357,-5.87138,160.8,,,,0,0
00:09:56_020,596020,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.135,0.34481,39.8,,,1.79688,-5.63508,159.9,,,,0,0
00:09:56_030,596030,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.135,0.3453,39.8,,,1.79688,-5.55654,159,,,,0,0
00:09:56_040,596040,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.135,0.34579,39.8,,,1.79688,-5.46879,158.1,,,,0,0
00:09:56_050,596050,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.135,0.34676,39.8,,,1.79754,-5.36512,157.2,,,,0,0
00:09:56_060,596060,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.135,0.34701,39.8,,,1.80208,-5.26353,156.3,,,,0,0
00:09:56_070,596070,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.135,0.34701,39.8,,,1.78271,-5.14877,155.4,,,,0,0
00:09:56_080,596080,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.135,0.34676,39.8,,,1.75754,-5.07613,154.6,,,,0,0
00:09:56_090,596090,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.135,0.34603,39.8,,,1.75474,-4.97902,153.7,,,,0,0
00:09:56_100,596100,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.135,0.34554,39.8,,,1.75781,-4.78157,152.9,,,,0,0
00:09:56_110,596110,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.135,0.34505,39.8,,,1.75781,-4.65846,152.2,,,,0,0
00:09:56_120,596120,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.135,0.34481,39.8,,,1.75781,-4.59123,151.4,,,,0,0
00:09:56_130,596130,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.125,0.34432,39.8,,,1.75875,-4.50877,150.7,,,,0,0
00:09:56_140,596140,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.125,0.34432,39.8,,,1.76323,-4.37489,149.9,,,,0,0
00:09:56_150,596150,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.125,0.34457,39.8,,,1.74219,-4.21984,149.2,,,,0,0
00:09:56_160,596160,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.125,0.34457,39.8,,,1.7172,-4.15638,148.5,,,,0,0
00:09:56_170,596170,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.12,0.34457,39.8,,,1.71531,-4.1026,147.8,,,,0,0
00:09:56_180,596180,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.34457,39.8,,,1.71875,-3.97375,147.2,,,,0,0
00:09:56_190,596190,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.34457,39.8,,,1.71875,-3.88489,146.5,,,,0,0
00:09:56_200,596200,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.34457,39.7,,,1.72376,-3.75079,145.9,,,,0,0
00:09:56_210,596210,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.34359,39.7,,,1.71278,-3.58749,145.3,,,,0,0
00:09:56_220,596220,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.11,0.3431,39.7,,,1.68752,-3.44909,144.7,,,,0,0
00:09:56_230,596230,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.105,0.34286,39.7,,,1.67397,-3.33849,144.2,,,,0,0
00:09:56_240,596240,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.105,0.34261,39.7,,,1.67968,-3.2469,143.6,,,,0,0
00:09:56_250,596250,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.095,0.34286,39.7,,,1.67391,-2.99506,143.1,,,,0,0
00:09:56_260,596260,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.095,0.34286,39.7,,,1.68722,-2.68246,142.7,,,,0,0
00:09:56_270,596270,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.085,0.34286,39.7,,,1.71034,-2.55693,142.3,,,,0,0
00:09:56_280,596280,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.085,0.34261,39.7,,,1.73872,-2.20579,141.9,,,,0,0
00:09:56_290,596290,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.085,0.34188,39.7,,,1.76522,-1.87458,141.6,,,,0,0
00:09:56_300,596300,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.085,0.3409,39.7,,,1.78365,-1.72914,141.3,,,,0,0
00:09:56_310,596310,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.085,0.3409,39.7,,,1.78365,-1.72914,141,,,,0,0
00:09:56_320,596320,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.07,0.33822,39.6,,,1.84191,-1.26492,140.8,,,,0,0
00:09:56_330,596330,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.05,0.33748,39.6,,,1.8679,-1.1723,140.6,,,,0,0
00:09:56_340,596340,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.05,0.33748,39.6,,,1.8679,-1.1723,140.4,,,,0,0
00:09:56_350,596350,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.025,0.337,39.6,,,1.87125,-0.92321,140.3,,,,0,0
00:09:56_360,596360,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.025,0.337,39.6,,,1.87125,-0.92321,140.1,,,,0,0
00:09:56_370,596370,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.025,0.337,39.6,,,1.87125,-0.92321,139.9,,,,0,0
00:09:56_380,596380,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.025,0.337,39.6,,,1.87125,-0.92321,139.8,,,,0,0
00:09:56_390,596390,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.025,0.337,39.6,,,1.87125,-0.92321,139.6,,,,0,0
00:09:56_400,596400,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.015,0.33626,39.6,,,1.91406,-0.13473,139.6,,,,0,0
00:09:56_410,596410,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.055,0.33626,39.7,,,1.91406,-0.02403,139.6,,,,0,0
00:09:56_420,596420,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.08,0.33626,39.7,,,1.91406,0.01838,139.6,,,,0,0
00:09:56_430,596430,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.105,0.33626,39.7,,,1.91406,0.0012,139.6,,,,0,0
00:09:56_440,596440,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.12,0.33626,39.7,,,1.91406,0,139.6,,,,0,0
00:09:56_450,596450,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.125,0.33651,39.7,,,1.91406,0,139.6,,,,0,0
00:09:56_460,596460,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.125,0.33675,39.7,,,1.91406,0,139.6,,,,0,0
00:09:56_470,596470,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.12,0.33675,39.7,,,1.91047,0,139.6,,,,0,0
00:09:56_480,596480,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.33675,39.7,,,1.91568,0,139.6,,,,0,0
00:09:56_490,596490,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.33675,39.8,,,1.93484,0,139.6,,,,0,0
00:09:56_500,596500,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.125,0.33651,39.8,,,1.96672,0,139.6,,,,0,0
00:09:56_510,596510,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.16,0.33602,39.8,,,1.98496,0,139.6,,,,0,0
00:09:56_520,596520,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.105,0.33529,39.8,,,2.02268,0,139.6,,,,0,0
00:09:56_530,596530,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.38,0.33333,39.8,,,2.03015,0,139.6,,,,0,0
00:09:56_540,596540,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,1.05,0.3326,39.8,,,2.00674,0,139.6,,,,0,0
00:09:56_550,596550,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,1.15,0.33162,39.9,,,1.97516,0,139.6,,,,0,0
00:09:56_560,596560,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.585,0.3304,39.9,,,1.95133,0,139.6,,,,0,0
00:09:56_570,596570,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.055,0.32845,39.9,,,1.91701,0,139.6,,,,0,0
00:09:56_580,596580,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.105,0.32772,39.9,,,1.89729,0,139.6,,,,0,0
00:09:56_590,596590,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.125,0.32698,39.9,,,1.87759,0,139.6,,,,0,0
00:09:56_600,596600,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.135,0.32625,39.9,,,1.87508,0,139.6,,,,0,0
00:09:56_610,596610,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.145,0.32552,39.9,,,1.86917,0,139.6,,,,0,0
00:09:56_620,596620,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.14,0.32527,39.9,,,1.8443,0,139.6,,,,0,0
00:09:56_630,596630,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.135,0.32552,39.9,,,1.82683,0,139.6,,,,0,0
00:09:56_640,596640,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.125,0.3265,40,,,1.83796,0,139.6,,,,0,0
00:09:56_650,596650,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.12,0.32674,40,,,1.83824,0,139.6,,,,0,0
00:09:56_660,596660,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.105,0.32698,39.9,,,1.90868,0,139.6,,,,0,0
00:09:56_670,596670,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.095,0.32698,39.9,,,1.99439,0,139.6,,,,0,0
00:09:56_680,596680,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.08,0.32698,39.9,,,2.15968,0,139.6,,,,0,0
00:09:56_690,596690,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.07,0.32698,39.9,,,2.26202,0,139.6,,,,0,0
00:09:56_700,596700,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.05,0.32674,39.9,,,2.31055,0,139.6,,,,0,0
00:09:56_710,596710,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.04,0.32674,39.9,,,2.39721,0,139.6,,,,0,0
00:09:56_720,596720,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.02,0.32674,39.9,,,2.46214,0,139.6,,,,0,0
00:09:56_730,596730,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0,0.32698,39.9,,,2.51554,0,139.6,,,,0,0
00:09:56_740,596740,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.03,0.32723,39.9,,,2.55743,0,139.6,,,,0,0
00:09:56_750,596750,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.06,0.32723,39.9,,,2.57128,0,139.6,,,,0,0
00:09:56_760,596760,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.11,0.32674,39.9,,,2.60358,0,139.6,,,,0,0
00:09:56_770,596770,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.14,0.40537,39.9,,,2.6203,0,139.6,,,,0,0
00:09:56_780,596780,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.175,0.52308,39.9,,,2.61347,0,139.6,,,,0,0
00:09:56_790,596790,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.21,0.58193,39.9,,,2.63303,0,139.6,,,,0,0
00:09:56_800,596800,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.235,0.62784,39.9,,,2.65787,0,139.6,,,,0,0
00:09:56_810,596810,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.24,0.63712,39.8,,,2.65967,0,139.6,,,,0,0
00:09:56_820,596820,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.235,0.64322,39.8,,,2.65625,0,139.6,,,,0,0
00:09:56_830,596830,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.225,0.64689,39.8,,,2.65625,0,139.6,,,,0,0
00:09:56_840,596840,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.205,0.64957,39.8,,,2.65625,0,139.6,,,,0,0
00:09:56_850,596850,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.165,0.65421,39.8,,,2.65625,0,139.6,,,,0,0
00:09:56_860,596860,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.105,0.65519,39.8,,,2.65625,0,139.6,,,,0,0
00:09:56_870,596870,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.03,0.65568,39.8,,,2.65625,0,139.6,,,,0,0
00:09:56_880,596880,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.025,0.65519,39.8,,,2.65625,0,139.6,,,,0,0
00:09:56_890,596890,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.085,0.65153,39.8,,,2.65625,0,139.6,,,,0,0
00:09:56_900,596900,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.125,0.64884,39.7,,,2.65625,0,139.6,,,,0,0
00:09:56_910,596910,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.155,0.64615,39.7,,,2.65625,0,139.6,,,,0,0
00:09:56_920,596920,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.17,0.64347,39.7,,,2.65625,0,139.6,,,,0,0
00:09:56_930,596930,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.18,0.63932,39.7,,,2.65711,0,139.6,,,,0,0
00:09:56_940,596940,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.18,0.64078,39.7,,,2.66179,0,139.6,,,,0,0
00:09:56_950,596950,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.18,0.6442,39.7,,,2.63695,0,139.6,,,,0,0
00:09:56_960,596960,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.18,0.65397,39.7,,,2.61741,0,139.6,,,,0,0
00:09:56_970,596970,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.175,0.65934,39.7,,,2.64397,0,139.6,,,,0,0
00:09:56_980,596980,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.17,0.66496,39.7,,,2.65129,0,139.6,,,,0,0
00:09:56_990,596990,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.165,0.66984,39.7,,,2.61808,0,139.6,,,,0,0
00:09:57_000,597000,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.165,0.67302,39.7,,,2.61224,0,139.6,,,,0,0
00:09:57_010,597010,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.16,0.67546,39.7,,,2.61719,0,139.6,,,,0,0
00:09:57_020,597020,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.16,0.67595,39.7,,,2.61719,0,139.6,,,,0,0
00:09:57_030,597030,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.16,0.67546,39.7,,,2.61719,0,139.6,,,,0,0
00:09:57_040,597040,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.16,0.67448,39.7,,,2.61719,0,139.6,,,,0,0
00:09:57_050,597050,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.16,0.67546,39.7,,,2.61719,0,139.6,,,,0,0
00:09:57_060,597060,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.155,0.67595,39.7,,,2.61719,0,139.6,,,,0,0
00:09:57_070,597070,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.155,0.67619,39.7,,,2.61719,0,139.6,,,,0,0
00:09:57_080,597080,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.155,0.67692,39.7,,,2.61719,0,139.6,,,,0,0
00:09:57_090,597090,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.155,0.68034,39.7,,,2.61719,0,139.6,,,,0,0
00:09:57_100,597100,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.15,0.68107,39.7,,,2.61719,0,139.6,,,,0,0
00:09:57_110,597110,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.145,0.68083,39.7,,,2.61719,0,139.6,,,,0,0
00:09:57_120,597120,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.135,0.67839,39.7,,,2.61719,0,139.6,,,,0,0
00:09:57_130,597130,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.135,0.66886,39.7,,,2.61719,0,139.6,,,,0,0
00:09:57_140,597140,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.135,0.66325,39.7,,,2.61719,0,139.6,,,,0,0
00:09:57_150,597150,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.13,0.65836,39.7,,,2.61719,0,139.6,,,,0,0
00:09:57_160,597160,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.125,0.65372,39.7,,,2.61201,0,139.6,,,,0,0
00:09:57_170,597170,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.12,0.64689,39.7,,,2.6219,0,139.6,,,,0,0
00:09:57_180,597180,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.12,0.64518,39.7,,,2.65201,0,139.6,,,,0,0
00:09:57_190,597190,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.64567,39.8,,,2.64664,0,139.6,,,,0,0
00:09:57_200,597200,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.64737,39.8,,,2.61605,0,139.6,,,,0,0
00:09:57_210,597210,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.11,0.64982,39.8,,,2.61929,0,139.6,,,,0,0
00:09:57_220,597220,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.105,0.64957,39.8,,,2.60716,0,139.6,,,,0,0
00:09:57_230,597230,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.105,0.64933,39.8,,,2.582,0,139.6,,,,0,0
00:09:57_240,597240,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.1,0.65104,39.8,,,2.57555,0,139.6,,,,0,0
00:09:57_250,597250,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.095,0.65226,39.8,,,2.57813,0,139.6,,,,0,0
00:09:57_260,597260,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.095,0.65299,39.8,,,2.57813,0,139.6,,,,0,0
00:09:57_270,597270,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.095,0.65324,39.8,,,2.57813,0,139.6,,,,0,0
00:09:57_280,597280,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.095,0.65275,39.8,,,2.57813,0,139.6,,,,0,0
